SN,Text ID,Text,SEN,HAO,POL,PGS,FT,EYE,HBF,FR,EMP,BF,SW,DO
765,727e9c5df15c409c,लुटेरा डाँकाहरुले गर्दा हाम्रो छोराछोरी आफ्नो देशमा बस्न पाएन छोराछोरी बिदेश पठाउनु नेपालीको रहर होईन बाध्यता हो,1,1,1,1,0,1,0,0,0,0,0,0
766,bfefbf7857624434,यो गघ्दारहरुलाई पुरान सुनाएर के मतलप छैन,1,1,1,1,0,1,0,0,0,0,0,0
767,e416bb2e76db421f,मेरो नै आफन्त से यस्तै गरेको हो,1,1,1,1,0,1,0,1,0,0,0,0
768,281f181a371c40e4,कसैले प्रचण्डे को थुतुनो हेर्दियो त,1,1,1,1,0,1,0,0,0,0,0,0
769,5e46594288304309,सहि कुरो,2,0,0,0,0,0,0,0,0,0,1,0
770,2820fc66a1ea4ad3,मेरो चाहिँ बाख्रा चोर ले खायो,1,1,1,1,0,0,0,0,0,0,0,0
771,edd977945ce94f87,थाहा छ तपाईलाई विदेश जानु भनेको हराऊनु हो म पनि हराएको झन्डै बर्ष भएछ,0,1,1,1,0,1,0,0,0,0,0,0
772,1310c96d911e4fc0,शाचाेकुरा नाबाेलनुस माम ई चाेरहरूले मुख थुना आउछन,1,1,1,1,0,1,0,0,0,0,0,0
773,85f254e9a8144684,हत्यारा प्रचन्डको शरीरको हावभाव हेरौं लाज लाग्दैन थुक्क,1,1,1,1,0,0,0,0,0,0,0,0
774,db2a354310d74670,सत्य वोलनु भयो यस्तै छ यहाको कहानि,2,0,0,0,0,0,0,0,0,0,1,0
775,6b9f3a9d4e51498e,तपाईं ले सत्य बोल्दा प्रचण्ड को कान दुखी सक्यो,1,1,1,1,0,0,0,0,0,0,0,0
776,29f0bb36f1ba4e6f,हो सही भन्नु भो विदेश भनेको हराउनु हो,1,1,1,1,0,1,0,0,0,0,0,0
777,f7ff086e1cc54cca,सहि हो हजुर,2,0,0,0,0,0,0,0,0,0,1,0
778,232dc0daaf254804,ल किन सत्या बोल्नु भाको सत्या नबोल्नुस क्या,2,0,0,0,0,0,0,0,0,0,1,1
779,5edca154385b4532,बेचिनु हो,1,1,0,0,0,0,0,0,0,0,1,1
780,404946f36c874d01,सहि बोल्नु भयो तर यी मादरचोद हरु लाई जति भन्दा नी सुन्दैनन खाते हरु ले,2,1,1,1,0,1,0,0,0,0,0,0
781,83881ba230ed48c3,सलुट आमा सत्य बोल्नु भयो,2,0,0,0,0,0,0,0,0,0,1,1
782,a378dbb7caad4c5a,सहि भन्नुभो अामा,2,0,0,0,0,0,0,0,0,0,1,0
783,92ddf041b5034ed5,बधाई छ अामा,2,0,0,0,0,0,0,0,0,0,0,1
784,dd9371b7ddea46c9,यथार्थ कसैलाई तितो कसैलाई मीठो घटना बास्तबिकता ओकल्नु भयो अब कस्ले कस्लाई के गर्ने,0,0,1,1,0,1,0,0,0,0,0,0
785,323a96a9f03d4ee1,सै हो अामा कति दुख हुन्छ बिदेस म,1,0,1,1,0,1,0,0,0,0,0,0
786,cddb6ac0674345f7,अर्काको देशमा जानु भनेको हराउनु हो,1,0,1,1,0,1,0,0,0,0,0,0
787,f633a4c529fb42c5,जे होस् उहाँले योकूरा भने सत्ते बोल्नु भएको छ,2,0,0,0,0,0,0,0,0,0,1,1
788,c028f74a3c2c4260,सबै पैंसा नेपाल सरकार ले खान्छ,0,1,1,1,0,1,0,0,0,0,0,0
789,8bba4fd881df410f,यो अवस्थामा आएर यस्तो कुरा गर्नु भनेको धुर्तता हो अनुभव कदापि होइन,1,1,1,1,0,1,0,0,0,0,0,0
790,b1fdc50dc0ed4b13,सवै सरकारले निजिकरण हुनेछ,1,0,1,1,0,0,0,0,0,0,0,0
791,8b1242af7c4e4bdf,नेता भएर यति धेरै सत्ते बाेल्न पनि अाउदाे रहेछ,0,1,1,1,0,0,0,0,0,0,0,0
792,e1593521774b46e6,सलुट आमा सत्य बोल्नु भयो,2,0,0,0,0,0,0,0,0,0,1,0
793,ff8ed35ec1c54a99,सहि बोल्नु भयो,2,0,0,0,0,0,0,0,0,0,1,1
794,f166ca7430424af7,ल्याउन आमा हजुरलाई मात्र चिन्ता भर के गर्न,2,0,1,0,0,1,0,0,0,0,0,0
795,a97f7d01432a4952,नेपालमा पुराना पाटी हरु काम छैन देस को माया छ भने साथी हो पिलिज झोले नबन अफ्नै देस माथी घात नगर यो देस खतम बनाउने भए काङ्ग्रेस माओबादि एमाले राप्रपा,0,1,1,1,0,0,0,0,0,0,0,0
796,d8a5d56a501042f2,धनसम्पतिमा पनि आफ्नो पक्षमा नियमकानुन बनायर लुटिरहन्छन एयरपोर्ट देखिनै के अब सधै यसैगरि हामिजनताहरु लुटिरहने होकि प्रतिकार गर्ने हो,0,1,1,1,0,0,0,0,0,0,0,0
797,8d0417cfc9964a4d,सलुट पुर्ब प्रधानन्यायदिस सुशिला कार्कि,2,0,0,0,0,0,0,0,0,0,1,1
798,31db8c8477c94471,जबसम्म नेपालि सर्वसाधारण जनताको दिमागमा बिद्रोह उब्जिन्दैन तब सम्म यि भतुवा परिजिबिहरुले मिलाई लुटिरहन्छरातदिन घामपानी नभनि कमायको आफनै पैसा वा,1,1,1,1,0,0,0,0,0,0,0,0
799,e43c7c4edf4a49f5,हजुरकाे यतार्थकुरा न पचेर अाैडाले अनुहार कस्ताे बनाका डाकाहरुले,2,0,0,1,0,1,0,0,0,0,0,0
800,16fb55df4842495e,नेपालका नेताहरुले तात्तातो चर्पी खाको भएर यो अवस्था भाको हो,0,1,1,1,0,1,0,0,0,0,0,0
801,cac31b90608547fd,म नेतामारन सुपारि दिनछु काेहिछ मारने मानछे मनि सुटर हाे नेपालकाे नेता सब मारनुपरछ मपईसा दसनु नेता मारनुपरछ,1,1,1,1,0,0,0,0,0,0,0,0
802,4cbee39ce921416e,कस्तो राम्रो यथार्थ कुरा हजुर,2,0,0,0,0,0,0,0,0,0,1,1
803,6a87b81a4a0048a8,यो साला चोर दल्लाल नेता हरु ले देश सखाप बनायो डम्पिङ साइड मा पुर्नु पर्ने हरामी हरु लाई,1,1,1,1,0,0,0,0,0,0,0,0
804,080ee36fcd9d4a47,उहॅा राष्ट्रपति हुनुपर्ने व्यक्ति हो,2,0,1,1,0,0,0,0,0,0,0,0
805,a460021321bf460c,हराउनु हो सहि भन्नू भयो,2,0,1,0,0,0,0,0,0,0,1,0
806,0750a4939a7249fc,एकदम सहि भन्नुभयो,2,0,0,0,0,0,0,0,0,0,1,0
807,2bee712a354f42d3,हेरहेर लाज नभाकाे नेतारुपी दानव हरुकाे लाजपचेकाे अनुहार,1,1,1,1,0,1,0,0,0,0,0,0
808,0a424e787b7f4aeb,सत्य तथ्य बोल्नू भयोंयी सबै लुटेरा हुँन,2,0,0,0,0,0,0,0,0,0,1,0
809,6b48987b491d481d,मान छोयो आमा हजुरको कुरोले,2,0,0,0,0,0,0,0,0,0,1,1
810,ae3a8b6a1fb94c11,यि भोसडि नेता भनाउदा तिन पार्टी लाई सात डाडा न कटाय सम्म हाम्रो हालत यही हो,1,1,1,1,0,0,0,0,0,0,0,0
811,9c69842f31ed42e8,जनता आफू मरेर देसद्रोही आतंककारी रास्ट्रघाति बिदेशी पाल्तु कुत्ता नेताहरू पाल्नु पर्ने नेपालको गणतन्त्र भनेको यहि रहेछ,1,1,1,1,0,1,0,0,0,0,0,0
812,93b1a4a5fea74ff6,त्यस्ता पापिहरुको अगाडि त्यसरी सत्य किन बोल्नु भयकोत्यस्ता भैसिहरुलाइ रामायण सुनाउनु बेकार छ,0,1,1,1,0,0,0,0,0,0,0,0
813,65541086880142ce,सहि कुरो हो,2,0,0,0,0,0,0,0,0,0,1,1
814,853556fe12974852,कमिसन आम्दानी सबै वकीलले खान्छ,0,1,1,1,0,0,0,0,0,0,0,0
815,9c91562c5e874cfd,सम्मान हजुर तर सकिन जानिन होला जो जे बोल्नु भयो त्यही भएको छछु,2,0,0,0,0,0,0,0,0,0,1,1
816,02bdf164e3144ae2,सहिकुरा हाे,2,0,0,0,0,0,0,0,0,0,1,1
817,bb9303588df54a23,यि गद्दार लाई जति भने नि भालु लाई पुरण हो,1,1,1,1,0,0,0,0,0,0,0,0
818,d5b4aa15ece84abd,सहि भन्नुभयो,2,0,0,0,0,0,0,0,0,0,1,1
819,8406e8133a8841c4,शुशिला दिदी एक दिन राष्ट्रपति भएकाे हेर्न मन छ,2,0,1,1,0,0,0,0,0,0,0,0
820,c80b6c7977a141d8,म प्रदेशी ले सहि बुजेको छु सहि भन्नू भएको छ,2,0,0,0,0,1,0,0,0,0,0,0
821,37fd11470c6a4a23,सहि हो,2,0,0,0,0,0,0,0,0,0,1,1
822,e5dde7307fed4d3d,एस्तो सत्य बोल्नु हुन्न जयान खतरा हुन्छ एस्ता ज्यान मारा अनि देस बेच्ने लठ्ठउवा हरु,2,1,1,1,0,1,0,0,0,0,0,0
823,8d124e76361b4bdf,सहि बिचार,2,0,0,0,0,0,0,0,0,0,1,1
824,95e79e91f9a045b2,प्रचण्डे को मुख हेर न्,1,1,1,1,0,0,0,0,0,0,0,0
825,81250a50f7aa49ee,मूर्ख र गरिब जनताहरुको मजबूरीको फायदा उठाउदै आएको छ यी भ्रष्ट नेताहरू,1,1,1,1,0,1,0,0,0,0,0,0
826,d2c1e2e9347a43a4,येसको पोलपट्टि खोलेको लाज मिचेर सुन्छ मिचाहालाई इज्जत भनेको के थाह,0,1,1,1,0,0,0,0,0,0,0,0
827,3ce3119add0c4d4f,सहिकुरोदिदि,2,0,0,0,0,0,0,0,0,0,1,1
828,2b351424f17d4a9c,सत्य कुरा किन बोल्नु हुन्छ सुन्ने कोही छ,1,1,1,1,0,0,0,0,0,0,0,0
829,910d9dac70084970,आमा को शब्द ले मन छुन्छ हो,2,0,0,0,0,0,0,0,0,0,1,1
830,84d22e14157b408e,सत्य कुरा सुनेर खाओबादी गुचन्डे मूनटो बटारदै छ देश बेचूवा देश द्रोही,0,1,1,1,0,0,0,0,0,0,0,0
831,78db6138338a44ea,प्रचण्डे चोरले अनुहार बिगारेको हेर न यहाँ तेरीमा डाका,1,1,1,1,0,0,0,0,0,0,0,0
832,8ac1ec91551c433e,तपाईंको छोरा बिदेश त बिदेश नै छ तर खाडी होइन अमेरिका अस्ट्रेलिया क्यानडा होला खाडी होइन खास पीडा त खाडी जानेलाई छ नि,0,1,1,1,0,1,0,0,0,0,0,0
833,38b01409ec24423e,चिचै बुज्यो हामिले भोगेको यथात हो,0,1,1,1,0,0,0,0,0,0,0,0
834,544df91c5a4f474f,त्यो खाते कुकुर बाख्रा चोर र त्यो प्रचण्डे भतुवा भाते देशद्रोही हत्यारा दलाल को अनुहार हेरन जस्तो भएनी ईहरुलाई लाज छैन क्यारे,1,1,1,1,0,1,0,0,0,0,0,0
835,ef42cc90ff974ff4,सुसिला दिदि ले सहि कुरा गनु भयो,2,0,0,0,0,0,0,0,0,0,1,1
836,d8664c52394d4f28,सलुट आमा सत्य बोल्नु भयो,2,0,0,0,0,0,0,0,0,0,1,1
837,105c40de98b14dd2,सलुट आमा सत्य बोल्नु भयो,2,0,0,0,0,0,0,0,0,0,1,1
838,d699d83443024aae,प्रचन्डले फेरि यहि कुरा हुन लागेयो भनेर एका तिर फर्केको,1,1,1,1,0,0,0,0,0,0,0,0
839,cec8baf912e14eaa,भोलि त्यो दिनपनी आउँछ घरमा पैसा त हुन्छ तर आमा बाबा बिरामी हुँदा तातो पानी तताएर दिने कोहि हुँदैन उता छोराछोरी पीडाले छट्पटीन्छन वा गोरुमुते नेताहरू,1,1,1,1,0,1,0,0,0,0,0,0
840,e9aaf3c8b51744c2,ठिक भन्नुभयाे,2,0,0,0,0,0,0,0,0,0,1,1
841,4517ee7972bf41c4,पुर्व प्रधान न्यायाधीश ज्यू खाडीमा सबैलाई हजार चाहिँ मिल्दैनत्यसको आधा मात्र मिल्छ,1,1,1,1,0,1,0,0,0,0,0,0
